"","id","name","value"
"987","2700552","ECHO VALLEY SCHOOL WS",503
"988","2700558","PENTECOSTAL WS",25
"989","2700656","MORO COJO MWA",67
"990","2700702","PRUNEDALE MWC",252
"991","2700713","ROLLING HILLS RANCHO WA",177
"992","2700728","SAN ARDO WD",550
"993","2700731","Z RANCH MWC",62
"994","2700772","STRUVE RD WS #02",166
"995","2700773","SUNNY MESA WATER SYSTEM",880
"996","2700856","ALTMAN PLANTS WS #01",45
"997","2700970","ROYAL SIERRA ESTATES WS",36
"998","2700983","HWY 101 SOUTH REST STOP-CT MAINT (DIST)",1000
"999","2700984","HWY 101 NORTH REST STOP-CT MAINT (DIST)",1000
"1000","2700998","BUD ANTLE MARINA WS",150
"1001","2701142","HORN WS",25
"1002","2701151","GREEN VALLEY FLORAL WS",25
"1003","2701172","WILDHORSE CAFE WS",50
"1004","2701187","AERA ENERGY LLC WS",75
"1005","2701202","CAL AM WATER COMPANY - CHUALAR",738
"1006","2701214","FIRESTONE BUSINESS PARK WS",154
"1007","2701221","WASHINGTON  SCHOOL WS",250
"1008","2701254","CARMEL RIVIERA MWC",350
"1009","2701257","CAL AM WATER COMPANY - GARRAPATA",150
"1010","2701278","RANCHO CHAPARRAL MWC",48
"1011","2701279","COASTLANDS MWS (POST CREEK)",129
"1012","2701364","PEDRAZZI MWC",273
"1013","2701446","LUCIA WS",50
"1014","2701466","CAL AM WATER COMPANY - RYAN RANCH",600
"1015","2701515","MOSS LANDING HARBOR WS",402
"1016","2701542","GONZALES  GAS STATION WS",200
"1017","2701658","ARROYO CENTER WC",130
"1018","2701670","LANGLEY/VALLE PACIFICO WS",81
"1019","2701676","SAN LUCAS WD",500
"1020","2701683","MOSS LANDING MWC",200
"1021","2701882","CAL AM WATER COMPANY - BISHOP",925
"1022","2701904","SAN JERARDO COOP WS",249
"1023","2701926","MORO RD WS #09",210
"1024","2701929","COUNTRY MEADOWS MWC",294
"1025","2701935","MOUNT TORO RANCHOS MWA",45
"1026","2701940","MONTEREY MUSHROOMS WS",450
"1027","2701945","BIG SUR CAMPGROUND WS",100
"1028","2701946","MISIONERO VEGETABLES WS",60
"1029","2701959","TIERRA VISTA MWC",57
"1030","2702003","VIERRA MEADOWS MWC",75
"1031","2702004","CAL AM WATER COMPANY - RALPH LANE",66
"1032","2702007","VIERRA ESTATES WS",164
"1033","2702030","CYPRESS COMMUNITY CHURCH WS",200
"1034","2702198","FOOTHILL ESTATES WS",183
"1035","2702202","GROWERS COMPANY INC WS",200
"1036","2702203","GARLAND PARK",1000
"1037","2702255","ALL SAINTS CAMPGROUND WS",25
"1038","2702266","COAST GALLERY WS",100
"1039","2702299","POST RANCH INN WS",150
"1040","2702315","CORRAL DE TIERRA COUNTRY CLUB WS",60
"1041","2702322","CAPTAIN COOPER SCHOOL WS",95
"1042","2702323","DEETJEN'S BIG SUR INN WS",25
"1043","2702325","FERNWOOD WS",115
"1044","2702327","SOUTH COAST CENTER WS",40
"1045","2702370","SPCA WS",50
"1046","2702431","FOOTHILL RD WS #01",25
"1047","2702439","WOODLAND HEIGHTS MWC",57
"1048","2702456","MRWPCA TREATMENT PLANT WS",25
"1049","2702482","COLOR SPOT NURSERY WS #02",25
"1050","2702484","GROWERS SERVICE ASSN WS (ICE)",200
"1051","2702487","DRISCOLL STRAWBERRY WS",85
"1052","2702521","SANTA LUCIA PRESERVE WS",347
"1053","2702571","GARDEN COURT WS #01",25
"1054","2702584","HITCHCOCK RD WS #02",25
"1055","2702588","CANADA WOODS WC",432
"1056","2702595","CACHAGUA COMM CTR WS",32
"1057","2702613","ESTANCIA WINERY WS",70
"1058","2702621","IVERSON RD WS #03",40
"1059","2702643","CYPRESS CENTER WS",40
"1060","2702652","DOLAN RD WATER SYSTEM #2",50
"1061","2702739","HOLMAN RANCH WS",25
"1062","2702816","MERRILL GARDENS IRIS CANYON WS",161
"1063","2710001","ALCO WATER SERVICE",29179
"1064","2710004","CAL AM WATER COMPANY - MONTEREY",94803
"1065","2710005","CASTROVILLE COMMUNITY SERVICES DISTRICT",7100
"1066","2710006","CAL AM WATER COMPANY - AMBLER PARK",1114
"1067","2710007","GONZALES, CITY OF",8383
"1068","2710008","GREENFIELD, CITY OF",17898
"1069","2710009","CWSC KING CITY",14441
"1070","2710010","CWSC SALINAS",106858
"1071","2710011","SOLEDAD, CITY OF",16729
"1072","2710012","CWSC SALINAS HILLS",8213
"1073","2710013","CWSC LAS LOMAS",3312
"1074","2710016","LITTLE BEAR WATER COMPANY",2303
"1075","2710017","MARINA COAST WATER DISTRICT",31218
"1076","2710019","CWSC OAK HILLS",3904
"1077","2710021","CAL AM WATER COMPANY - TORO",1148
"1078","2710022","CAL AM WATER COMPANY - HIDDEN HILLS",1233
"1079","2710300","CSP-PFEIFFER BIG SUR",80
"1080","2710702","FORT HUNTER LIGGETT",5500
"1081","2710705","CAMP ROBERTS - CALIFORNIA NATIONAL GUARD",385
"1082","2710850","CORRECTIONAL TRAINING FACILITY - SOLEDAD",5500
"1083","2710851","SALINAS VALLEY STATE PRISON",3386
"1084","2800012","LMR MAIN STREET PARTNERS LLC",26
"1085","2800013","LUNA VINEYARDS",25
"1086","2800014","11:11",25
"1087","2800015","SOMERSTON WINERY",25
"1088","2800023","RUTHERFORD HILL MUTUAL WATER",170
"1089","2800027","NICKEL & NICKEL WINERY",25
"1090","2800035","RIVER RANCH FARM WORKER CENTER",66
"1091","2800039","CALISTOGA FARM WORKER CENTER",63
"1092","2800040","MONDAVI FARM WORKER CENTER",63
"1093","2800059","SUTTER HOME WINERY",100
"1094","2800101","EHLERS ESTATE",25
"1095","2800107","BLACK STALLION WINERY",25
"1096","2800129","STERLING VINEYARDS",100
"1097","2800186","TURTLE ROCK",25
"1098","2800301","LAIRD FAMILY ESTATE",25
"1099","2800302","HARTWELL WINERY",25
"1100","2800516","TUCKER ACRES MUTUAL WATER CO.",200
"1101","2800521","CIRCLE OAKS WATER DISTRICT",500
"1102","2800525","LA TIERRA HEIGHTS MUTUAL",67
"1103","2800526","BERRYESSA ESTATES (LBRID)",535
"1104","2800527","LINDA FALLS TERRACE MUTUAL",35
"1105","2800528","LINDA VISTA MUTUAL WATER CO",50
"1106","2800538","CARNEROS INN",30
"1107","2800543","CAPELL VALLEY ESTATES",250
"1108","2800548","SILVERADO PINES MOBILE HOME",255
"1109","2800555","TWOMEY CELLARS",25
"1110","2800556","BROKEN HILL 1 LLC",25
"1111","2800562","FRANCISCAN WINERY",200
"1112","2800569","AETNA SPRINGS GOLF COURSE",100
"1113","2800580","SYAR INDUSTRIES",130
"1114","2800587","DUFFY S MYRTLEDALE RESORT",100
"1115","2800588","NAPA VALLEY COUNTRY CLUB",400
"1116","2800593","R RANCH AT THE LAKE",28
"1117","2800609","PHELPS VINEYARDS",50
"1118","2800625","ST. HELENA HOSPITAL",860
"1119","2800648","WINE COUNTRY INN",60
"1120","2800742","GOLDEN HAVEN MOTEL",25
"1121","2800840","NAPA COUNTY SCHOOLS: POPE VALLEY",100
"1122","2801002","ETUDE WINES",50
"1123","2801004","CHATEAU MONTELENA WINERY",125
"1124","2801006","CLOS DU VAL WINE CO.",100
"1125","2801010","COSENTINO WINERY",25
"1126","2801011","DOMAINE CARNEROS",25
"1127","2801015","FRANK FAMILY VINEYARDS",50
"1128","2801016","HESS WINERY",100
"1129","2801025","NEWTON VINEYARD",100
"1130","2801026","OPUS ONE WINERY",100
"1131","2801027","PEJU PROVINCE",25
"1132","2801029","PINE RIDGE WINERY",75
"1133","2801031","RAYMOND VINEYARD & CELLAR",175
"1134","2801035","ROUND HILL WINERY",100
"1135","2801036","SCHRAMSBERG WINERY",25
"1136","2801037","SEQUOIA GROVE VINEYARDS",25
"1137","2801041","SILVERADO VINEYARDS",100
"1138","2801046","ST. SUPERY WINERY",40
"1139","2801047","STAG S LEAP WINE CELLARS",40
"1140","2801049","THE RANCH WINERY",200
"1141","2801054","WHITE SULPHUR SPRINGS RESORT",75
"1142","2801070","BERINGER VINEYARDS",300
"1143","2801075","CAKEBREAD CELLAR",100
"1144","2801077","CHIMNEY ROCK WINERY",100
"1145","2801084","RUTHERFORD HILL WINERY",30
"1146","2801086","STAGS  LEAP WINERY",32
"1147","2801936","O SHAUGHNESSY WINERY",25
"1148","2802715","JACKSON FAMILY INVESTMENTS WATER SYSTEM",24
"1149","2803137","MUCHO DINERO AQUA CIA WATER",10
"1150","2803912","BEAULIEU VINEYARD",100
"1151","2810001","HOWELL MOUNTAIN MUTUAL WATER COMPANY",2070
"1152","2810002","CALISTOGA, CITY OF",5334
"1153","2810003","NAPA, CITY OF",88258
"1154","2810004","ST. HELENA, CITY OF",6004
"1155","2810005","AMERICAN CANYON, CITY OF",20315
"1156","2810007","TOWN OF YOUNTVILLE",3953
"1157","2810008","VETERANS HOME OF CALIFORNIA",2933
"1158","2810009","BERRYESSA PINES WATER SYSTEM",261
"1159","2810012","PACIFIC UNION COLLEGE",2360
"1160","2810013","BERRYESSA HIGHLANDS",924
"1161","2810014","SPANISH FLAT WATER DISTRICT",230
"1162","2810300","CSP - BALE GRIST MILL STATE HISTORIC PAR",350
"1163","2810301","CSP-BOTHE-NAPA STATE PARK",410
"1164","2810302","CAL FIRE SONOMA-LAKE-NAPA UNIT HQ",40
"1165","2810650","U.S. BUREAU OF RECLAMATION-LK. BERRYESSA",36
"1166","2900115",NA,NA
"1167","2900523","WASHINGTON WATER DISTRICT",330
"1168","2900529","GOLD COUNTRY HOME PARK - WATER SYSTEM",60
"1169","2900530","ROUGH & READY MOBILEHOME VILLAGE",200
"1170","2900532","PENN VALLEY SHOPPING CENTER",250
"1171","2900535","PLEASANT RIDGE SCHOOL",120
"1172","2900547","ROLLINS LAKESIDE INN",35
"1173","2900548","SIERRA ESTATES MUTUAL WATER COMPANY",100
"1174","2900562","ANANDA VILLAGE",290
"1175","2900563","BITNEY SPRINGS CENTER WATER SYSTEM",400
"1176","2900578","TWIN RIDGES GRIZZLY HILL SCHOOL",125
"1177","2900601","JOHN MUIR CHARTER SCHOOL",80
"1178","2900618","NELSON INDUSTRIAL PARK",65
"1179","2900626","STREETER INDUSTRIAL PLAZA",35
"1180","2901208","DONNER TRAIL ELEMENTARY SCHOOL",60
"1181","2910001","CITY OF GRASS VALLEY",4930
"1182","2910002","CITY OF NEVADA CITY",3001
"1183","2910003","TRUCKEE-DONNER PUD, MAIN",16681
"1184","2910004","NEVADA ID - E. GEORGE, BANNER MOUNTAIN",16960
"1185","2910006","NEVADA ID - LOMA RICA",13930
"1186","2910010","TRUCKEE-DONNER PUD - HIRSCHDALE",48
"1187","2910011","PLAVADA COMMUNITY ASSOCIATION",395
"1188","2910014","NEVADA ID - LAKE OF PINES",6642
"1189","2910023","NEVADA ID - LAKE WILDWOOD",9071
"1190","3000585","PAGE AVENUE MUTUAL WATER COMPANY",115
"1191","3000734","KNOTT S BERRY FARM",3000
"1192","3000759","CANYON RV PARK",557
"1193","3000811","CRESCENT WATER ASSOCIATION",25
"1194","3000819","LOS ALAMITOS RACE COURSE",1900
"1195","3000825","SOUTH MIDWAY CITY MUTUAL WATER CO.",708
"1196","3000852","RANCHO MISSION VIEJO",25
"1197","3010001","CITY OF ANAHEIM",450000
"1198","3010003","CITY OF BUENA PARK",83347
"1199","3010004","MESA  WATER DISTRICT",110000
"1200","3010008","EASTSIDE WATER ASSOCIATION",2000
"1201","3010010","CITY OF FULLERTON",138251
"1202","3010018","CITY OF LA HABRA",60239
"1203","3010022","GOLDEN STATE WC - WEST ORANGE",114016
"1204","3010023","CITY OF NEWPORT BEACH",66467
"1205","3010027","CITY OF ORANGE",138640
"1206","3010030","CITY OF SAN JUAN CAPISTRANO",40000
"1207","3010035","GOLDEN STATE WC - PLACENTIA",36374
"1208","3010036","CITY OF SAN CLEMENTE",51504
"1209","3010037","YORBA LINDA WATER DISTRICT",76018
"1210","3010038","CITY OF SANTA ANA",342930
"1211","3010041","CITY OF SEAL BEACH",25561
"1212","3010046","CITY OF TUSTIN",67700
"1213","3010047","GOLDEN STATE WC - COWAN HEIGHTS",5390
"1214","3010053","CITY OF HUNTINGTON BEACH",201000
"1215","3010062","CITY OF GARDEN GROVE",170883
"1216","3010064","CITY OF WESTMINSTER",91169
"1217","3010068","EAST ORANGE COUNTY WD - RZ",103000
"1218","3010069","CITY OF FOUNTAIN VALLEY",56464
"1219","3010082","SERRANO WATER DISTRICT",6641
"1220","3010092","IRVINE RANCH WATER DISTRICT",390000
"1221","3010094","TRABUCO CANYON WATER DISTRICT",13175
"1222","3010097","MIDWAY CITY MUTUAL WC",1257
"1223","3010100","CITY OF LA PALMA",16500
"1224","3010101","SANTA MARGARITA WATER DISTRICT",159632
"1225","3010120","SAN JUAN BASIN AUTHORITY",40000
"1226","3100011","AUBURN VALLEY COMMUNITY SERVICE DIS",290
"1227","3100019","NORTH EDEN VALLEY",52
"1228","3100038","HEATHER GLEN COMMUNITY SERVICE DIST",250
"1229","3100040","SHADY GLEN COMM WATER SYSTEM",200
"1230","3100041","ALPINE MEADOWS PROPERTY OWNERS ASSO",250
"1231","3100043","GOLD HILL MOBILEHOME PARK",75
"1232","3100069","AUBURN RIDGE WOODS",131
"1233","3100072","LIVE OAK WALDORF SCHOOL",200
"1234","3100079","SIERRA REACH MINISTRIES",80
"1235","3100083","OPHIR ELEMENTARY SCHOOL WATER SYSTEM",260
"1236","3107084","TURKEY CREEK GOLF CLUB",250
"1237","3107334","KINGVALE H2O",25
"1238","3107337","WISE VILLA WINERY",30
"1239","3110003","FORESTHILL PUBLIC UTILITY DIST",6000
"1240","3110004","CITY OF LINCOLN",48165
"1241","3110005","PLACER CWA - AUBURN/BOWMAN",27562
"1242","3110006","PLACER CWA - COLFAX",2987
"1243","3110008","CITY OF ROSEVILLE",132562
"1244","3110009","MEADOW VISTA CWD",3640
"1245","3110015","FULTON WATER COMPANY",500
"1246","3110017","SIERRA LAKES COUNTY WATER DIST",185
"1247","3110020","SQUAW VALLEY PSD",1366
"1248","3110024","PLACER CWA - ALTA",875
"1249","3110025","PLACER CWA - FOOTHILL",124481
"1250","3110026","NEVADA ID - NORTH AUBURN",6552
"1251","3110034","CHRISTIAN VALLEY PARK CSD",1800
"1252","3110035","WEIMAR WATER COMPANY",2580
"1253","3110048","PLACER CSA - SHERIDAN",726
"1254","3110050","PLACER CWA - APPLEGATE",215
"1255","3110124","PLACER CWA - MONTE VISTA",56
"1256","3200078","FRCCSD OLD MILL RANCH",32
"1257","3200102","WHITEHAWK RANCH MWC",90
"1258","3200188","GREENHORN CREEK CSD",280
"1259","3200510","IVCSD CRESCENT MILLS",258
"1260","3205005","GRIZZLY CREEK RANCH SHF",300
"1261","3205006","GRIZZLY RANCH CSD",25
"1262","3205009","EAGLE RIDGE RV PARK",25
"1263","3210011","PLUMAS EUREKA CSD",325
"1264","3301031","BANNING HTS. MUTUAL WATER CO.",548
"1265","3301055","VILLAGE OF CHILD HELP",354
"1266","3301113","ANZA BAPTIST CHURCH",40
"1267","3301114","CHERRY VALLEY WATER COMPANY",213
"1268","3301125","CHAPALA MARKET WATER",25
"1269","3301137","VALLEY AUTO WATER",25
"1270","3301140","CHUCKWALLA VALLEY RACEWAY WATER SYSTEM",150
"1271","3301143","CENTRO MEDICO OASIS",95
"1272","3301164","GENESIS SOLAR LLC",45
"1273","3301176","GRIMMWAY ENTERPRISES - CAL ORGANIC THERM",126
"1274","3301226","MWD - EAGLE MOUNTAIN",11
"1275","3301238","EISENHOWER MEDICAL CENTER(WATER)",2000
"1276","3301280","GOLDEN ERA PRODUCTIONS",500
"1277","3301294","GLEN IVY HOT SPRINGS",950
"1278","3301380","SAINT ANTHONY TRAILER PARK",300
"1279","3301381","CSA 51",350
"1280","3301482","ORTEGA OAKS RV PARK&CAMPGROUND",25
"1281","3301491","ALPINE VILLAGE",198
"1282","3301511","PINYON CREST HOA",104
"1283","3301528","OAK HAVEN ASSOCIATION",89
"1284","3301541","RECHE CANYON MUTUAL WATER CO.",150
"1285","3301577","CSA 62",700
"1286","3301588","ROYAL CARRIZO HOA",25
"1287","3301683","THOUSAND TRAILS PALM SPRINGS - MHC",125
"1288","3301690","TWIN PINES BOYS RANCH",70
"1289","3301863","OLIVET UNIVERSITY",75
"1290","3301879","SHARONDALE MESA HOA",330
"1291","3301979","MADISON CENTER WATER SYSTEM",28
"1292","3303002","OASIS PALMS RV RESORT",80
"1293","3303026","GRANITE CONSTRUCTION COMPANY",30
"1294","3303072","GOOSE CREEK GOLF CLUB",300
"1295","3303087","SAN JOSE COMMUNITY WATER SYSTEM",40
"1296","3303092","MECCA ARCO TRAVEL CENTER",60
"1297","3303104","JACK IN THE BOX #5328",100
"1298","3303112","COACHELLA VALLEY FACILITY",245
"1299","3310001","COACHELLA VWD: COVE COMMUNITY",280000
"1300","3310002","BEAUMONT CHERRY VALLEY WD",43111
"1301","3310003","BLYTHE - CITY OF",12348
"1302","3310004","BOX SPRINGS MUTUAL WC",3000
"1303","3310005","DESERT WATER AGENCY",64887
"1304","3310006","BANNING, CITY OF",30325
"1305","3310007","COACHELLA WATER AUTHORITY",43917
"1306","3310008","MISSION SPRINGS WD",36774
"1307","3310009","EASTERN MUNICIPAL WD",560080
"1308","3310012","ELSINORE VALLEY MWD",153280
"1309","3310016","HEMET, CITY OF",29982
"1310","3310017","SOUTH MESA WC",11006
"1311","3310019","IDYLLWILD WATER DISTRICT",2500
"1312","3310020","INDIO WATER AUTHORITY",77605
"1313","3310021","JURUPA COMMUNITY SD",118731
"1314","3310022","LAKE HEMET MWD",50001
"1315","3310025","NORCO, CITY OF",25891
"1316","3310026","NUEVO WATER COMPANY",6473
"1317","3310030","PINE COVE WATER DISTRICT",1000
"1318","3310031","RIVERSIDE, CITY OF",302032
"1319","3310032","SAN JACINTO, CITY OF",17961
"1320","3310033","SANTA ANA RIVER WATER COMPANY",8080
"1321","3310036","WESTERN MWD - MURRIETA DIVISION",12245
"1322","3310037","CORONA, CITY OF",168432
"1323","3310038","RANCHO CALIFORNIA WATER DISTRICT",122763
"1324","3310040","FERN VALLEY WD",900
"1325","3310044","RUBIDOUX COMMUNITY SD",32200
"1326","3310046","FARM MUTUAL W.C. (THE)",3831
"1327","3310047","CABAZON WATER DISTRICT",2535
"1328","3310048","COACHELLA VWD: I.D. NO. 8",4200
"1329","3310049","WESTERN MWD",82788
"1330","3310051","MYOMA DUNES MUTUAL WATER COMPANY",8948
"1331","3310052","LAKE HEMET-GARNER VALLEY",480
"1332","3310075","WESTERN MWD (ARLINGTON)",27160
"1333","3310078","WEST PALM SPRINGS VILLAGE",471
"1334","3310080","LAKE HEMET MWD-CAMP GROUND",825
"1335","3310082","NORTH PERRIS WATER SYSTEM",3350
"1336","3310083","CHINO BASIN DESALTER AUTH. - DESALTER 2",87846
"1337","3310800","CALIFORNIA REHABILITATION CENTER - NORCO",3720
"1338","3310801","BAUTISTA CC NO. 36",120
"1339","3310802","CHUCKAWALLA VALLEY STATE PRISON",5669
"1340","3400106","EAST WALNUT GROVE [SWS]",300
"1341","3400135","KORTHS PIRATES LAIR",150
"1342","3400141","RIVERBOAT MARINA",300
"1343","3400149","RANCHO MARINA",250
"1344","3400167","WILLOW BERM MARINA",150
"1345","3400169","SPINDRIFT MARINA",100
"1346","3400180","BRANCH CENTER [SWS]",1700
"1347","3400229","RIO COSUMNES CORRECTIONAL CENTER [SWS]",2800
"1348","3400248","FRANKLIN ELEMENTARY SCHOOL",650
"1349","3400358","6200 FRANKLIN, LLC  (SWS)",800
"1350","3400377","PARK DELTA BAY",270
"1351","3400419","HAPPY BAR",75
"1352","3400420","RIO VIENTO RV CAMP [SWS]",154
"1353","3410001","SACRAMENTO SUBURBAN WATER DISTRICT",266010
"1354","3410002","SCWA - ARDEN PARK VISTA",9841
"1355","3410003","GOLDEN STATE WATER CO - ARDEN WATER SERV",5653
"1356","3410004","CARMICHAEL WATER DISTRICT",40000
"1357","3410005","RANCHO MURIETA COMMUNITY SERVI",4193
"1358","3410006","CITRUS HEIGHTS WATER DISTRICT",66500
"1359","3410007","DEL PASO MANOR COUNTY WATER DI",4520
"1360","3410008","ELK GROVE WATER SERVICE",40461
"1361","3410009","FAIR OAKS WATER DISTRICT",35114
"1362","3410010","CALAM - SUBURBAN",111768
"1363","3410011","GALT, CITY OF",23647
"1364","3410012","CALAM - ISLETON",1254
"1365","3410013","CALAM - LINCOLN OAKS",95482
"1366","3410014","FOLSOM, CITY OF - MAIN",103780
"1367","3410015","GOLDEN STATE WATER CO. - CORDOVA",63713
"1368","3410017","CALAM - PARKWAY",94004
"1369","3410018","RIO LINDA/ELVERTA COMMUNITY WATER DIST",13386
"1370","3410020","CITY OF SACRAMENTO MAIN",862077
"1371","3410021","SAN JUAN WATER DISTRICT",334424
"1372","3410023","FRUITRIDGE VISTA WATER COMPANY",21441
"1373","3410027","CALAM - SECURITY PARK",175
"1374","3410029","SCWA - LAGUNA/VINEYARD",184381
"1375","3410031","CALAM - ANTELOPE",68290
"1376","3410032","FOLSOM STATE PRISON",9500
"1377","3410033","FLORIN COUNTY WATER DISTRICT",7652
"1378","3410035","LIGHTHOUSE MARINA RESTAURANT & RESORT",450
"1379","3410047","CALAM - WALNUT GROVE",644
"1380","3410302","BRANNAN ISLAND STATE REC. AREA",1611
"1381","3410704","SCWA MATHER-SUNRISE",15170
"1382","3410802","RICHARD A. MCGEE TRAINING CENTER",300
"1383","3500006","CSA NO. 31 STONEGATE WS",252
"1384","3500505","THOUSAND TRAILS SAN BENITO PRESERVE",725
"1385","3500507","BITTERWATER-TULLY SCHOOL WS",45
"1386","3500509","TRES PINOS CWD",350
"1387","3500510","MCMAHON ROAD MUTUAL WATER COMPANY",102
"1388","3500511","CASA DE FRUTA ORCHARDS",53
"1389","3500524","RIVER OAKS R.V.P.",24
"1390","3500527","VALENZUELA WATER SYSTEM",55
"1391","3500537","ST. FRANCIS RETREAT CENTER",45
"1392","3500550","SAN JUSTO MUTUAL WATER COMPANY",160
"1393","3500552","VENTURE ESTATES MWC",60
"1394","3500556","MISSION FARM R.V. PARK",110
"1395","3500559","QUINTERO LABOR CAMP #1 (WRIGHT RD)",50
"1396","3500563","PACIFIC SCIENTIFIC ENERGETIC MATS. COMP.",425
"1397","3500570","B & R FARMS",25
"1398","3500571","SAN BENITO HIGH SCHOOL",3310
"1399","3500575","SPRINGWOOD ESTATES MWC",50
"1400","3500576","AROMAS HILLS MUTUAL WATER ASSOCIATION",44
"1401","3500578","LOS MADRONES MWC",36
"1402","3500579","VINEYARD ESTATES MWC",150
"1403","3500581","RANCHO SAN JOAQUIN MWC",96
"1404","3500810","WHISPERING PINES INN",38
"1405","3500823","BEST ROAD MWC",133
"1406","3500825","UNION HEIGHTS MWC",98
"1407","3500900","ASHFORD HIGHLANDS MWC",132
"1408","3500903","SAN JUAN OAKS GOLF CLUB",450
"1409","3500910","DUNNEVILLE ESTATES CSA #50",120
"1410","3500912","COMSTOCK MUTUAL WATER COMPANY",100
"1411","3500913","EARTHBOUND FARM",925
"1412","3500916","KINGDOM HALL OF JEHOVAH'S WITNESSES",500
"1413","3500917","TRUE LEAF FARMS, LLC.",372
"1414","3500923","FAIRVIEW ROAD WATER SYSTEM",33
"1415","3500927","ENZA ZADEN RESEARCH",65
"1416","3500928","GEORGE CHIALA FARMS, INC..",200
"1417","3510001","HOLLISTER, CITY OF",22940
"1418","3510002","SAN JUAN BAUTISTA, CITY OF",1830
"1419","3510003","SUNNYSLOPE COUNTY WATER DIST",19189
"1420","3510004","AROMAS WATER DISTRICT",2900
"1421","3510006","MISSION OAKS MOBILE HOME PARK",500
"1422","3510007","SAN BENITO COUNTY WATER DISTRICT",42529
"1423","3510501","PINNACLES NATIONAL PARK-EAST DISTRT.",1800
"1424","3510502","PINNACLES NATIONAL PARK CAMPGROUND",900
"1425","3600008","APPLE VALLEY FOOTHILL CWD",696
"1426","3600010","LIBERTY UTILITIES APPLE VALLEY",170
"1427","3600044","CAL TRANS - DESERT OASIS",2000
"1428","3600087","DEER LODGE WATER SYSTEM",745
"1429","3600094","DOGWOOD BLUE JAY CYN IMP",160
"1430","3600108","GLEN HELEN WATER SYSTEM",10000
"1431","3600114","CSA 70 W-3 HACIENDA",695
"1432","3600152","LOMA LINDA POWER PLANT",8500
"1433","3600155","RIVER RANCH MHP",700
"1434","3600220","CSA 42 ORO GRANDE",700
"1435","3600222","JUNIPER RIVIERA CWD",437
"1436","3600226","CSA 70-F MORONGO",450
"1437","3600257","R W RANCH",103
"1438","3600260","SMILEY PARK COUNTRY CLUB",530
"1439","3600270","GOLDEN STATE WATER MORONGO DELNORTE",870
"1440","3600279","GOLDEN STATE WATER DESERT VIEW",125
"1441","3600306","THUNDERBIRD CWD",840
"1442","3600323","NPS - ZZYZX DESERT STUDIES CENTER",77
"1443","3600356","RAINBO BEACH",700
"1444","3600368","EMERALD COVE RESORT",1000
"1445","3600370","WINDMILL RESORT",1000
"1446","3600376","BIG BEND RESORT",1000
"1447","3600380","BLACK MEADOW LANDING",350
"1448","3600381","MWD OF SO CAL WHITSETT",10
"1449","3600382","MWD OF SO CAL IRON MOUNTAIN",32
"1450","3600383","MWD OF SO CAL GENE PLANT",103
"1451","3600389","SUNRISE MHP",25
"1452","3600597","PALI OVERNIGHT ADVENTURES",50
"1453","3600768","INSTITUTE OF MENTAL PHYSICS",100
"1454","3600784","MACLIN MARKETS",1000
"1455","3601013","DARR WATER CO",1000
"1456","3601015","IRONWOOD CAMP",1000
"1457","3601024","PARKER DAM & POWER PLANT",15
"1458","3601048","BARTON FLATS WATER SYSTEM",1040
"1459","3601089","GEN AMERICAN TRANS CORP",50
"1460","3601096","CAL TRANS - C.V. KANE",2200
"1461","3601128","EMPIRE LANDING CAMPGROUND",193
"1462","3601135","ARROWHEAD REGIONAL MEDICAL CENTER",1000
"1463","3601137","LIZZE ENTERPRISES",25
"1464","3601158","HELENDALE CSD COMMUNITY CENTER",25
"1465","3601182","HIGH DESERT DETENTION CENTER",300
"1466","3601184","MOJAVE SOLAR PROJECT ALPHA POWER PLANT",25
"1467","3601185","MOJAVE SOLAR PROJECT BETA POWER PLANT",25
"1468","3610001","ADELANTO, CITY OF",143414
"1469","3610002","ALPINE WATER USERS ASSOCIATION",2534
"1470","3610003","APPLE VALLEY RANCHOS WC",62602
"1471","3610004","WEST VALLEY WATER DISTRICT",83218
"1472","3610005","LAKE ARROWHEAD CSD",7183
"1473","3610006","WATER FACILITIES AUTHORITY-JPA",480000
"1474","3610008","BIG BEAR CITY CSD",12503
"1475","3610009","BIGHORN - DESERT VIEW WATER AGENCY",3073
"1476","3610011","CEDARPINES PARK MWC",2500
"1477","3610012","CHINO, CITY OF",73683
"1478","3610013","LOMA LINDA, CITY OF",23751
"1479","3610014","COLTON, CITY OF",47678
"1480","3610015","CRESTLINE VILLAGE CWD - DIVISION 10",7347
"1481","3610016","GLEN MARTIN MWC",450
"1482","3610017","HAVASU WC",361
"1483","3610018","CUCAMONGA VALLEY WATER DISTRICT",200600
"1484","3610019","SAN BERNARDINO VALLEY WD",109608
"1485","3610021","FALLSVALE SERVICE COMPANY",995
"1486","3610022","DWP - FAWNSKIN",456
"1487","3610023","GREEN VALLEY MWC",350
"1488","3610025","JOSHUA BASIN WATER DISTRICT",9577
"1489","3610026","SBDNO COUNTY SERVICE AREA 70 CEDAR GLEN",1169
"1490","3610028","MARYGOLD MWC",3060
"1491","3610029","MONTE VISTA CWD",56998
"1492","3610032","NEEDLES, CITY OF",6054
"1493","3610034","ONTARIO MUNICIPAL UTILITIES COMPANY",167382
"1494","3610036","CHINO HILLS, CITY OF",78866
"1495","3610037","REDLANDS CITY MUD-WATER DIV",71035
"1496","3610038","RIALTO, CITY OF",54453
